timestamp,frame_number,object_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,zone_violation,zone_name,track_length,movement_status
2025-09-27T14:07:55.295902,56,,person,0.9424902200698853,126,200,500,479,0,0,False,,0,
2025-09-27T14:07:55.818507,57,,person,0.9413881301879883,127,199,503,479,0,0,False,,0,
2025-09-27T14:07:56.308173,58,,person,0.9413447976112366,127,199,501,479,0,0,False,,0,
2025-09-27T14:07:56.828384,59,,person,0.941826581954956,128,200,501,479,0,0,False,,0,
2025-09-27T14:07:57.312252,60,,person,0.9390460252761841,128,199,502,479,0,0,False,,0,
2025-09-27T14:07:57.840145,61,,person,0.9382022619247437,128,200,503,479,0,0,False,,0,
2025-09-27T14:07:58.343874,62,,person,0.9378823041915894,128,200,503,479,0,0,False,,0,
2025-09-27T14:07:58.899715,63,,person,0.9377596378326416,128,201,501,479,0,0,False,,0,
2025-09-27T14:07:59.421828,64,,person,0.9350637197494507,128,200,503,479,0,0,False,,0,
2025-09-27T14:07:59.949440,65,,person,0.9310728311538696,129,200,505,479,0,0,False,,0,
2025-09-27T14:08:00.338151,66,,person,0.9323732852935791,132,204,506,479,0,0,False,,0,
2025-09-27T14:08:00.769646,67,,person,0.9328949451446533,139,206,524,479,0,0,False,,0,
2025-09-27T14:08:01.334740,68,,person,0.8762320876121521,143,189,545,479,0,0,False,,0,
2025-09-27T14:08:01.904937,69,,person,0.9313270449638367,144,176,533,479,0,0,False,,0,
2025-09-27T14:08:02.549606,70,,person,0.8459975719451904,139,186,535,479,0,0,False,,0,
2025-09-27T14:08:03.183138,71,,person,0.7983167171478271,144,197,586,479,0,0,False,,0,
2025-09-27T14:08:03.900818,72,,person,0.7644039392471313,141,198,567,479,0,0,False,,0,
2025-09-27T14:08:04.521497,73,,person,0.8003534078598022,139,196,588,479,0,0,False,,0,
2025-09-27T14:08:05.084992,74,,person,0.8278224468231201,139,187,627,479,0,0,False,,0,
2025-09-27T14:08:05.768971,75,,person,0.8658207058906555,138,201,633,479,0,0,False,,0,
2025-09-27T14:08:06.276277,76,,person,0.749891459941864,136,201,599,479,0,0,False,,0,
2025-09-27T14:08:06.870961,77,,person,0.9378554821014404,140,197,508,479,0,0,False,,0,
2025-09-27T14:08:07.527029,78,,person,0.9271918535232544,139,197,510,479,0,0,False,,0,
2025-09-27T14:08:08.032501,79,,person,0.9332942366600037,136,197,501,479,0,0,False,,0,
2025-09-27T14:08:08.652054,80,,person,0.9312781691551208,134,197,498,479,0,0,False,,0,
2025-09-27T14:08:09.314634,81,,person,0.9109219312667847,132,204,504,479,0,0,False,,0,
2025-09-27T14:08:09.855855,82,,person,0.9165529608726501,132,203,513,479,0,0,False,,0,
2025-09-27T14:08:10.447251,83,,person,0.8974024057388306,132,203,513,479,0,0,False,,0,
2025-09-27T14:08:11.078694,84,,person,0.9042006731033325,132,203,554,479,0,0,False,,0,
2025-09-27T14:08:11.691883,85,,person,0.7824354767799377,138,212,560,479,0,0,False,,0,
2025-09-27T14:08:12.253451,86,,person,0.8002884984016418,135,116,567,479,0,0,False,,0,
2025-09-27T14:08:12.914955,87,,person,0.8098786473274231,130,111,584,479,0,0,False,,0,
2025-09-27T14:08:13.525319,88,,person,0.8204178214073181,120,118,583,479,0,0,False,,0,
2025-09-27T14:08:14.114832,89,,person,0.8327453136444092,127,198,579,479,0,0,False,,0,
2025-09-27T14:08:14.732544,90,,person,0.8356603980064392,138,210,590,479,0,0,False,,0,
2025-09-27T14:08:15.297095,91,,person,0.8715229630470276,132,210,565,479,0,0,False,,0,
2025-09-27T14:08:15.951050,92,,person,0.9153170585632324,90,201,453,479,0,0,False,,0,
2025-09-27T14:08:17.153591,93,,person,0.926870584487915,1,178,413,479,0,0,False,,0,
2025-09-27T14:08:17.829549,94,,person,0.9180935621261597,1,170,414,479,0,0,False,,0,
2025-09-27T14:08:18.486075,95,,person,0.9178652167320251,1,171,415,479,0,0,False,,0,
2025-09-27T14:08:19.648487,96,,person,0.9134774804115295,1,172,409,479,0,0,False,,0,
2025-09-27T14:08:20.236032,97,,person,0.9054828882217407,11,173,429,479,0,0,False,,0,
2025-09-27T14:08:20.814439,98,,person,0.9133910536766052,0,174,422,479,0,0,False,,0,
2025-09-27T14:08:22.513668,99,,person,0.9256219267845154,0,174,418,479,0,0,False,,0,
2025-09-27T14:08:23.306793,100,,person,0.9224423766136169,1,174,400,479,0,0,False,,0,
2025-09-27T14:08:23.948156,101,,person,0.9229996204376221,1,174,402,479,0,0,False,,0,
2025-09-27T14:08:25.133693,102,,person,0.9252779483795166,1,174,403,479,0,0,False,,0,
2025-09-27T14:08:25.866544,103,,person,0.9268630146980286,0,173,406,479,0,0,False,,0,
2025-09-27T14:08:26.444443,104,,person,0.9277317523956299,0,174,406,479,0,0,False,,0,
2025-09-27T14:08:27.786399,105,,person,0.9279187321662903,1,174,405,479,0,0,False,,0,
2025-09-27T14:08:28.387142,106,,person,0.9251042008399963,1,180,410,479,0,0,False,,0,
2025-09-27T14:08:29.969284,107,,person,0.919052243232727,3,178,412,479,0,0,False,,0,
2025-09-27T14:08:30.448929,108,,person,0.9245967864990234,1,177,395,479,0,0,False,,0,
2025-09-27T14:08:31.114293,109,,person,0.9245190620422363,0,178,395,479,0,0,False,,0,
2025-09-27T14:08:32.418884,110,,person,0.930171549320221,1,178,396,479,0,0,False,,0,
2025-09-27T14:08:33.584148,111,,person,0.9097683429718018,0,177,400,479,0,0,False,,0,
2025-09-27T14:08:34.629581,112,,person,0.9174509048461914,0,177,399,479,0,0,False,,0,
2025-09-27T14:08:35.508129,113,,person,0.9193984270095825,1,181,432,479,0,0,False,,0,
2025-09-27T14:08:36.117195,114,,person,0.9543840289115906,150,200,519,479,0,0,False,,0,
2025-09-27T14:08:36.838721,115,,person,0.9489522576332092,152,208,516,479,0,0,False,,0,
2025-09-27T14:08:37.620673,116,,person,0.9336271286010742,140,208,503,479,0,0,False,,0,
2025-09-27T14:08:38.130999,117,,person,0.9388061165809631,139,207,502,479,0,0,False,,0,
2025-09-27T14:08:38.804412,118,,person,0.9370230436325073,136,206,502,479,0,0,False,,0,
2025-09-27T14:08:39.648585,119,,person,0.9403614401817322,136,206,502,479,0,0,False,,0,
2025-09-27T14:08:40.245788,120,,person,0.9382818937301636,136,205,502,479,0,0,False,,0,
2025-09-27T14:08:40.862498,121,,person,0.9380358457565308,135,203,503,479,0,0,False,,0,
