timestamp,frame_number,object_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,zone_violation,zone_name,track_length,movement_status
2025-09-27T14:08:41.545106,122,,person,0.9305157661437988,136,202,501,479,0,0,False,,0,
2025-09-27T14:08:42.043645,123,,person,0.9349913597106934,134,199,509,479,0,0,False,,0,
2025-09-27T14:08:42.726025,124,,person,0.9412417411804199,138,203,506,479,0,0,False,,0,
2025-09-27T14:08:43.594692,125,,person,0.944023072719574,140,211,503,479,0,0,False,,0,
2025-09-27T14:08:44.164936,126,,person,0.9383549690246582,139,219,503,479,0,0,False,,0,
2025-09-27T14:08:45.016821,127,,person,0.9406970739364624,138,220,503,479,0,0,False,,0,
2025-09-27T14:08:45.742921,128,,person,0.9424027800559998,139,217,503,479,0,0,False,,0,
2025-09-27T14:08:46.246901,129,,person,0.9452405571937561,139,217,502,479,0,0,False,,0,
2025-09-27T14:08:46.812842,130,,person,0.9443783760070801,140,216,502,479,0,0,False,,0,
2025-09-27T14:08:47.488258,131,,person,0.9484651684761047,140,216,502,479,0,0,False,,0,
2025-09-27T14:08:47.994502,132,,person,0.9429680705070496,139,217,503,479,0,0,False,,0,
2025-09-27T14:08:48.495620,133,,person,0.9428907036781311,139,216,503,479,0,0,False,,0,
2025-09-27T14:08:49.176751,134,,person,0.9424183368682861,140,216,503,479,0,0,False,,0,
2025-09-27T14:08:49.799957,135,,person,0.9444721341133118,141,216,503,479,0,0,False,,0,
2025-09-27T14:08:50.238753,136,,person,0.9435840845108032,141,216,502,479,0,0,False,,0,
2025-09-27T14:08:50.878730,137,,person,0.9460409879684448,141,215,503,479,0,0,False,,0,
2025-09-27T14:08:51.513488,138,,person,0.9430265426635742,141,215,503,479,0,0,False,,0,
2025-09-27T14:08:52.034354,139,,person,0.9433079957962036,141,215,503,479,0,0,False,,0,
2025-09-27T14:08:52.582473,140,,person,0.9412062764167786,142,215,503,479,0,0,False,,0,
2025-09-27T14:08:53.144188,141,,person,0.9418547749519348,142,215,503,479,0,0,False,,0,
2025-09-27T14:08:53.847652,142,,person,0.942850649356842,142,215,503,479,0,0,False,,0,
2025-09-27T14:08:54.502901,143,,person,0.945201575756073,141,214,503,479,0,0,False,,0,
2025-09-27T14:08:55.141234,144,,person,0.9461703300476074,141,208,500,479,0,0,False,,0,
2025-09-27T14:08:55.708338,145,,person,0.9466251730918884,142,207,500,479,0,0,False,,0,
2025-09-27T14:08:56.158703,146,,person,0.93858402967453,141,205,499,479,0,0,False,,0,
2025-09-27T14:08:56.654244,147,,person,0.8073957562446594,140,200,556,479,0,0,False,,0,
2025-09-27T14:08:57.222085,148,,person,0.8677591681480408,136,210,586,479,0,0,False,,0,
2025-09-27T14:08:57.890379,149,,person,0.861717164516449,136,215,578,479,0,0,False,,0,
2025-09-27T14:08:58.434387,150,,person,0.8342126607894897,132,213,506,479,0,0,False,,0,
2025-09-27T14:08:59.098906,151,,person,0.9508659839630127,139,208,484,479,0,0,False,,0,
2025-09-27T14:08:59.792989,152,,person,0.9499878883361816,132,208,475,479,0,0,False,,0,
2025-09-27T14:09:00.487305,153,,person,0.9504275918006897,130,209,474,479,0,0,False,,0,
2025-09-27T14:09:01.170671,154,,person,0.9472855925559998,130,208,477,479,0,0,False,,0,
2025-09-27T14:09:01.806339,155,,person,0.945687472820282,131,209,480,479,0,0,False,,0,
2025-09-27T14:09:02.301363,156,,person,0.9505525231361389,131,208,480,479,0,0,False,,0,
2025-09-27T14:09:02.962870,157,,person,0.9477839469909668,132,208,480,479,0,0,False,,0,
2025-09-27T14:09:03.745896,158,,person,0.9523186087608337,132,208,480,479,0,0,False,,0,
2025-09-27T14:09:04.337660,159,,person,0.9519405961036682,132,208,482,479,0,0,False,,0,
2025-09-27T14:09:04.767625,160,,person,0.9504263997077942,132,208,482,479,0,0,False,,0,
2025-09-27T14:09:05.184655,161,,person,0.9484661221504211,132,208,482,479,0,0,False,,0,
2025-09-27T14:09:05.550506,162,,person,0.9505791068077087,132,208,481,479,0,0,False,,0,
2025-09-27T14:09:05.966024,163,,person,0.9504940509796143,132,207,486,479,0,0,False,,0,
2025-09-27T14:09:06.484357,164,,person,0.9440363645553589,135,205,493,479,0,0,False,,0,
2025-09-27T14:09:06.848686,165,,person,0.9399564266204834,143,206,492,479,0,0,False,,0,
2025-09-27T14:09:07.304756,166,,person,0.9499834775924683,157,208,494,479,0,0,False,,0,
2025-09-27T14:09:07.811485,167,,person,0.9517654180526733,159,210,499,479,0,0,False,,0,
2025-09-27T14:09:08.123700,168,,person,0.9387837052345276,147,213,494,479,0,0,False,,0,
2025-09-27T14:09:08.491140,169,,person,0.9317025542259216,137,211,477,479,0,0,False,,0,
2025-09-27T14:09:08.702652,170,,person,0.9339926242828369,128,224,462,479,0,0,False,,0,
2025-09-27T14:09:08.951038,171,,person,0.9264243841171265,127,229,455,479,0,0,False,,0,
2025-09-27T14:09:09.215286,172,,person,0.9178813099861145,125,228,452,479,0,0,False,,0,
2025-09-27T14:09:09.501620,173,,person,0.9127376079559326,123,227,451,479,0,0,False,,0,
2025-09-27T14:09:09.802830,174,,person,0.9163331985473633,123,227,451,479,0,0,False,,0,
2025-09-27T14:09:10.045989,175,,person,0.8560646176338196,125,228,472,479,0,0,False,,0,
2025-09-27T14:09:10.268294,176,,person,0.9499735236167908,128,225,473,479,0,0,False,,0,
2025-09-27T14:09:10.500431,177,,person,0.9510378241539001,134,215,486,479,0,0,False,,0,
2025-09-27T14:09:10.799893,178,,person,0.9501689076423645,134,210,490,479,0,0,False,,0,
2025-09-27T14:09:11.153416,179,,person,0.953525722026825,130,208,489,479,0,0,False,,0,
2025-09-27T14:09:11.479808,180,,person,0.9491750597953796,128,209,489,479,0,0,False,,0,
2025-09-27T14:09:11.781911,181,,person,0.9507712125778198,126,210,486,479,0,0,False,,0,
2025-09-27T14:09:12.050035,182,,person,0.9520764946937561,126,210,485,479,0,0,False,,0,
2025-09-27T14:09:12.291135,183,,person,0.9527369737625122,127,210,484,479,0,0,False,,0,
2025-09-27T14:09:12.556403,184,,person,0.9510676860809326,127,210,484,479,0,0,False,,0,
2025-09-27T14:09:13.164242,185,,person,0.9540695548057556,126,210,485,479,0,0,False,,0,
2025-09-27T14:09:13.623137,186,,person,0.9517013430595398,127,210,485,479,0,0,False,,0,
2025-09-27T14:09:14.014180,187,,person,0.9417727589607239,132,202,496,479,0,0,False,,0,
2025-09-27T14:09:14.367913,188,,person,0.9351447820663452,134,197,500,479,0,0,False,,0,
2025-09-27T14:09:14.736806,189,,person,0.9362053871154785,137,198,501,479,0,0,False,,0,
2025-09-27T14:09:15.147466,190,,person,0.9458653330802917,145,207,502,479,0,0,False,,0,
2025-09-27T14:09:15.622582,191,,person,0.9512423872947693,157,212,512,479,0,0,False,,0,
2025-09-27T14:09:16.011512,192,,person,0.9493065476417542,160,212,514,479,0,0,False,,0,
2025-09-27T14:09:16.363197,193,,person,0.9393110275268555,153,212,508,479,0,0,False,,0,
2025-09-27T14:09:16.721784,194,,person,0.9389171600341797,150,212,502,479,0,0,False,,0,
2025-09-27T14:09:17.087774,195,,person,0.9414566159248352,149,212,501,479,0,0,False,,0,
2025-09-27T14:09:17.513180,196,,person,0.9484302997589111,149,212,502,479,0,0,False,,0,
2025-09-27T14:09:17.897062,197,,person,0.9459906220436096,149,212,502,479,0,0,False,,0,
2025-09-27T14:09:18.222458,198,,person,0.9463472962379456,152,213,502,479,0,0,False,,0,
2025-09-27T14:09:18.556498,199,,person,0.9425713419914246,152,213,504,479,0,0,False,,0,
2025-09-27T14:09:18.950336,200,,person,0.9455022215843201,152,213,502,479,0,0,False,,0,
2025-09-27T14:09:19.349025,201,,person,0.9498980641365051,152,213,503,479,0,0,False,,0,
2025-09-27T14:09:19.770982,202,,person,0.9471513628959656,152,212,504,479,0,0,False,,0,
2025-09-27T14:09:20.163051,203,,person,0.9517780542373657,152,213,503,479,0,0,False,,0,
2025-09-27T14:09:20.446916,204,,person,0.9470192193984985,151,212,502,479,0,0,False,,0,
2025-09-27T14:09:20.695169,205,,person,0.9424806237220764,149,213,500,479,0,0,False,,0,
2025-09-27T14:09:20.947645,206,,person,0.9404272437095642,148,212,499,479,0,0,False,,0,
2025-09-27T14:09:21.178948,207,,person,0.9452476501464844,149,211,502,479,0,0,False,,0,
2025-09-27T14:09:21.432490,208,,person,0.9444783926010132,149,211,504,479,0,0,False,,0,
2025-09-27T14:09:21.647506,209,,person,0.9501296281814575,157,208,510,479,0,0,False,,0,
2025-09-27T14:09:21.847910,210,,person,0.9459234476089478,161,207,511,479,0,0,False,,0,
2025-09-27T14:09:22.061377,211,,person,0.94113689661026,165,207,515,479,0,0,False,,0,
